Date,Volume,EMA10,EMA50,EMA200,Open,High,Low,Close(t)
12/4/2007,8455100,342.41,342.41,342.41,339.49,346.35,338.9,342.42
12/5/2007,8410700,344.81,344.81,344.81,346.71,349.81,344.09,349.6
12/6/2007,9808100,349.2,349.2,349.2,349.25,358.64,348.85,357.99
12/7/2007,7696400,352.06,352.06,352.06,357.85,359.36,355.61,357.79
12/10/2007,7704600,354.57,354.57,354.57,358.35,362.76,357.36,359.57
12/11/2007,12265900,353.03,353.03,353.03,360.33,360.86,349.74,349.95
12/12/2007,12305800,352.03,352.03,352.03,357.36,357.52,344.59,350.03
12/13/2007,10071500,350.48,350.48,350.48,348.5,349.16,340.95,347.37
12/14/2007,7339600,348.76,348.76,348.76,344.1,350.2,343.97,345.33
12/17/2007,10961000,344.16,344.16,344.16,344.34,348.06,332.17,334.95
12/18/2007,14319000,341.77,341.77,341.77,337.42,338.69,326.58,337.01
12/19/2007,8833300,340.86,340.86,340.86,337.44,340.09,334.83,339.02
12/20/2007,8835500,342.3,342.3,342.3,343.26,345.85,340.65,345.19
12/21/2007,10753200,344.43,344.43,344.43,349.29,349.98,346.97,348.69
12/24/2007,3253500,346.53,346.53,346.53,347.84,350.72,346.88,350.72
12/26/2007,5054900,349.61,349.61,349.61,349.84,356.97,349.45,355.78
12/27/2007,5879100,349.98,349.98,349.98,353.89,358.36,350.72,350.72
12/28/2007,5120200,350.53,350.53,350.53,352.82,354.33,348.62,351.62
12/31/2007,4747600,349.05,349.05,349.05,349.63,351.6,345.64,346.09
1/2/2008,8605100,347.01,347.01,347.01,346.78,349.03,339.2,342.94
1/3/2008,6498400,345.68,345.68,345.68,342.97,343.77,338.6,343.01
1/4/2008,10708800,340.06,340.06,340.06,340.19,340.82,327.83,328.83
1/7/2008,12793900,335.02,335.02,335.02,327.3,331.47,318.99,324.95
1/8/2008,10667500,328.74,328.74,328.74,326.83,330.31,315.82,316.16
1/9/2008,13465900,328.13,328.13,328.13,315.34,327,311.57,326.93
